license_no,yelp_id,inspection_name,inspection_address,yelp_name,yelp_address
2484113.0,9WkhAZTkjG8by0KpHpwQNQ,GORDILLAS,3759 W 26TH ST ,Gordillas,3759 W 26th St
2542936.0,0,JOSEPH'S RESTAURANT AND BAR,3123-3127 W 111TH ST ,,
2663537.0,0,FARM BAR EDGEWATER,1133 W GRANVILLE AVE ,,
2458615.0,litV8n80jZFu5UiXNnggTg,KANELA,5413 N CLARK ST ,Kanela Breakfast Club,5413 N Clark St
1894606.0,0,GREEN MONKEY INC.,1325 S STATE ST ,,
2621507.0,0,COFFEE SHOP,1145 W WILSON AVE ,,
45628.0,x7fs4pwnwLNsj4ZKfgR8xQ,VAUGHANS PUB,5485 N NORTHWEST HWY ,Vaughan's Pub & Grill,5485 N Northwest Hwy
1887531.0,CXKoJxMkkCc0g9Pl7HAsRA,4 HERMANOS TOO,6145 W TOUHY AVE ,4 Hermanos Too,6145 W Touhy Ave
2313501.0,7Fh2VuePY1I8mGT8mW3Psw,"POTBELLY SANDWICH WORKS, LLC",1293 N MILWAUKEE AVE ,Potbelly Sandwich Shop,1293 N Milwaukee Ave
2398675.0,gLcItuS3IkzGzNIq0kWgHQ,IXCATECO GRILL,3402 W MONTROSE AVE ,Ixcateco Grill,3402 W Montrose Ave
2088562.0,4i1Ny2zIE1VJSU9gLMkHqg,LULA CAFE,2537-2543 N KEDZIE AVE ,Lula Cafe,2537 N Kedzie Blvd
17186.0,p8nvZAnNOqW8ojfhTnj0Kw,TOON'S BAR & GRILL,3857 N SOUTHPORT AVE ,Toons Bar & Grill,3857 N Southport Ave
2652905.0,JWxyXxpOtglbls9rDKoRuA,INOKO SUSHI,2521 N CALIFORNIA AVE ,Inoko Sushi,2521 N California Ave
2632244.0,gs-PZjw3VONWJQFCSTDTeg,SUNSET PHO CAFFE,2856 N CLARK ST ,Sunset Pho Caffe,2856 N Clark St
1593797.0,2DNznnPvmAKO4R__JGz5DQ,HACHI'S KITCHEN,2521 N CALIFORNIA AVE ,Hachi's Kitchen,2521 N California Ave
2231765.0,0,ARAMARK & LOYOLA DAMEN,6511 N SHERIDAN RD ,,
2368742.0,lN8LzG3xM-m323OgUiKFWg,BURGER KING #2654,2449 W LAWRENCE AVE ,Burger King,2449 W Lawrence Ave
2652368.0,AFO2svdyMkT_SL_AU_mcqg,HALAL BURGER,6234 N CALIFORNIA AVE ,The Halal Burger,6234 N California
2476217.0,cDI0r_P_x2InX-zlM8tjqw,ANGRY CRAB,1308 N MILWAUKEE ,The Angry Crab,1308 N Milwaukee Ave
2652906.0,JWxyXxpOtglbls9rDKoRuA,INOKO SUSHI,2521 N CALIFORNIA AVE ,Inoko Sushi,2521 N California Ave
2133985.0,RFAH0zb89BkscKHB9VZdLA,EL BUEN VALLE RESTAURANT,4114 W NORTH AVE ,El Buen Valle Restaurant,4114 W North Ave
2451734.0,hQJwu3JoNP6Yu2K4utotMw,EL CHURRITO,5711 W 63RD ST ,EL CHURRITO,5711 W 63rd St
2202621.0,0,Chartwells Thompson Hospitality,1010 N NOBLE ST ,,
2601991.0,0,LOS CHEPES,3116 W POPE JOHN PAUL II DR ,,
1575636.0,JoT_npTii4Kavxr6WC0etA,VINNIES SUB SHOP,1204 W GRAND AVE ,Vinnie's Sub Shop,1204 W Grand Ave
2203103.0,Q-u8C-xY6xSaS9rvtEqIyQ,COUNTY BARBEQUE,1352 W TAYLOR ST ,County Barbeque,1352 W Taylor St
1593798.0,2DNznnPvmAKO4R__JGz5DQ,HACHI'S KITCHEN,2521 N CALIFORNIA AVE ,Hachi's Kitchen,2521 N California Ave
2320900.0,68qI4BHi_gVQcgNrVaql-Q,DOLLOP COFFEE CO at the Fisher Building,343 S DEARBORN ST ,Dollop Coffee Company,343 S Dearborn St
2636448.0,0,CRERAR CAFE,5730 S ELLIS AVE ,,
2622726.0,fF5_VmlLDUaMFsp2u0THOw,LAO SZE CHUAN,4832 N BROADWAY ,Lao Sze Chuan - Uptown,4832 N Broadway St
2500946.0,W2BAwHWnYi1RinvaZEe2BQ,LIFE LLC,3858 W MADISON ST ,Life Restaurant,3858 W Madison
2446872.0,az6NiSVqt0V5Yg9-SBlxxQ,AFC SUSHI @ JEWEL OSCO #3224,6430 W IRVING PARK RD ,Jewel-Osco,6430 W Irving Park Rd
2658917.0,FR8GJnbrUxADUA3euUKdOw,MAMA LUNA RESTAURANT,5109 W FULLERTON AVE ,Mama Luna's,5109 W Fullerton Ave
2059601.0,0,EL TACONZAZO,5145 S PULASKI RD ,,
2197093.0,ORp0GiM6z6g_XdJD0nug-Q,Subway,3675 W Grand AVE ,Subway,4435 W Grand Ave
66515.0,vMV2C7DaJ7J57FFlTw5sqg,ARYA BHAVAN,2508 W DEVON AVE ,Arya Bhavan,2508 W Devon Ave
1496019.0,_p8b30Dh-7fqMcRAP1ftJQ,CHIPOTLE MEXICAN GRILL,2302 W 95TH ST ,Chipotle Mexican Grill,2302 W 95th St
2252373.0,kNyNZE7-6vgrMtaeS1sOVw,Links Taproom,1559 N MILWAUKEE AVE ,Links Taproom,1559 N Milwaukee Ave
2632243.0,gs-PZjw3VONWJQFCSTDTeg,SUNSET PHO CAFFE,2856 N CLARK ST ,Sunset Pho Caffe,2856 N Clark St
1883567.0,mXZS-Ue3awMfbMZLbaw72Q,"SHOKOLAD PASTRY & CAFE, INC",2524 W CHICAGO AVE ,Shokolad,2524 W Chicago Ave
2652875.0,0,ORA CASUAL DINING,6043 W ADDISON ST ,,
28690.0,ZYxhYyPh6DKq1XI5N2XZUA,DUNKIN DONUT,1127 W BRYN MAWR AVE ,Dunkin' Donuts,1127 W Bryn Mawr Ave
2590021.0,UuFw2uvguW9jVdsjrMWmxA,TACO BURRITO KING,811 W JACKSON BLVD ,Taco Burrito King,811 W Jackson Blvd
2398252.0,vsaRYKVnameNtRrnHGmEhg,NAMI,1828-1830 W MONTROSE AVE ,Nami Sushi Bar,1828 W Montrose Ave
2192995.0,0,BOULEVARD DELI & LIQUOR,2956-2958 W NORTH AVE ,,
1140128.0,0,MCDONALD'S CORPORATION,11601 W TOUHY AVE ,,
